null_id	consensus_effect
fixed_PTCHD1_ins27_same_insert_0000	0.00671327118
fixed_PTCHD1_ins27_same_insert_0001	0.003962159125
fixed_PTCHD1_ins27_same_insert_0002	-0.00118672852
fixed_PTCHD1_ins27_same_insert_0003	0.0033683776800000004
fixed_PTCHD1_ins27_same_insert_0004	0.006950497480000001
fixed_PTCHD1_ins27_same_insert_0005	0.000302672388
fixed_PTCHD1_ins27_same_insert_0006	0.006181746725
fixed_PTCHD1_ins27_same_insert_0007	-0.004506349545
fixed_PTCHD1_ins27_same_insert_0008	0.008759736625
fixed_PTCHD1_ins27_same_insert_0009	-0.00064861774
fixed_PTCHD1_ins27_same_insert_0010	0.00210440156
fixed_PTCHD1_ins27_same_insert_0011	0.003458261525
fixed_PTCHD1_ins27_same_insert_0012	-0.02350270754
fixed_PTCHD1_ins27_same_insert_0013	0.0071432590800000004
fixed_PTCHD1_ins27_same_insert_0014	0.0020761490000000002
fixed_PTCHD1_ins27_same_insert_0015	0.002226471925
fixed_PTCHD1_ins27_same_insert_0016	-0.030788064275000002
fixed_PTCHD1_ins27_same_insert_0017	0.00010073185
fixed_PTCHD1_ins27_same_insert_0018	-0.01742064912
fixed_PTCHD1_ins27_same_insert_0019	0.0048881769
fixed_PTCHD1_ins27_same_insert_0020	0.00139033798
fixed_PTCHD1_ins27_same_insert_0021	-0.02059233154
fixed_PTCHD1_ins27_same_insert_0022	-0.0007797479399999999
fixed_PTCHD1_ins27_same_insert_0023	-0.01302027736
fixed_PTCHD1_ins27_same_insert_0024	0.00859868548
fixed_PTCHD1_ins27_same_insert_0025	0.0060622694000000005
fixed_PTCHD1_ins27_same_insert_0026	-0.02559220752
fixed_PTCHD1_ins27_same_insert_0027	0.00826537608
fixed_PTCHD1_ins27_same_insert_0028	-0.006759613875000001
fixed_PTCHD1_ins27_same_insert_0029	0.00658202148
fixed_PTCHD1_ins27_same_insert_0030	0.0031416416549999997
fixed_PTCHD1_ins27_same_insert_0031	0.007623434080000001
fixed_PTCHD1_ins27_same_insert_0032	0.000218033793
fixed_PTCHD1_ins27_same_insert_0033	0.00642454628
fixed_PTCHD1_ins27_same_insert_0034	-0.00483691692
fixed_PTCHD1_ins27_same_insert_0035	0.00291502476
fixed_PTCHD1_ins27_same_insert_0036	-0.005502611332500001
fixed_PTCHD1_ins27_same_insert_0037	-0.001323610525
fixed_PTCHD1_ins27_same_insert_0038	-0.00484073162
fixed_PTCHD1_ins27_same_insert_0039	0.0017303228
fixed_PTCHD1_ins27_same_insert_0040	-0.04746401354
fixed_PTCHD1_ins27_same_insert_0041	-0.037384122775
fixed_PTCHD1_ins27_same_insert_0042	0.00201475618
fixed_PTCHD1_ins27_same_insert_0043	-0.007042169500000001
fixed_PTCHD1_ins27_same_insert_0044	-0.081592200275
fixed_PTCHD1_ins27_same_insert_0045	-0.02006375754
fixed_PTCHD1_ins27_same_insert_0046	-0.0050116778
fixed_PTCHD1_ins27_same_insert_0047	0.002224564525
fixed_PTCHD1_ins27_same_insert_0048	-0.002853393545
fixed_PTCHD1_ins27_same_insert_0049	0.003299385325
fixed_PTCHD1_ins27_same_insert_0050	-0.006534576445
fixed_PTCHD1_ins27_same_insert_0051	-0.000560760475
fixed_PTCHD1_ins27_same_insert_0052	-0.02374374854
fixed_PTCHD1_ins27_same_insert_0053	0.002765536325
fixed_PTCHD1_ins27_same_insert_0054	-0.02584683852
fixed_PTCHD1_ins27_same_insert_0055	-0.011224031375
fixed_PTCHD1_ins27_same_insert_0056	0.000713706025
fixed_PTCHD1_ins27_same_insert_0057	0.004903674125
fixed_PTCHD1_ins27_same_insert_0058	-0.010136962119999999
fixed_PTCHD1_ins27_same_insert_0059	0.0005689859400000001
fixed_PTCHD1_ins27_same_insert_0060	0.006455898240000001
fixed_PTCHD1_ins27_same_insert_0061	0.00044536589999999996
fixed_PTCHD1_ins27_same_insert_0062	-0.01733577212
fixed_PTCHD1_ins27_same_insert_0063	0.007506370555
fixed_PTCHD1_ins27_same_insert_0064	0.0050826073
fixed_PTCHD1_ins27_same_insert_0065	-0.052644014375
fixed_PTCHD1_ins27_same_insert_0066	0.0034386217250000004
fixed_PTCHD1_ins27_same_insert_0067	-0.022524476119999998
fixed_PTCHD1_ins27_same_insert_0068	-0.081799150275
fixed_PTCHD1_ins27_same_insert_0069	-0.02179229252
fixed_PTCHD1_ins27_same_insert_0070	-0.02177202654
fixed_PTCHD1_ins27_same_insert_0071	-0.006415873825
fixed_PTCHD1_ins27_same_insert_0072	-0.015077710119999999
fixed_PTCHD1_ins27_same_insert_0073	-0.022200226519999998
fixed_PTCHD1_ins27_same_insert_0074	-0.02407467352
fixed_PTCHD1_ins27_same_insert_0075	0.00099861622
fixed_PTCHD1_ins27_same_insert_0076	-0.021077513540000002
fixed_PTCHD1_ins27_same_insert_0077	0.00492835048
fixed_PTCHD1_ins27_same_insert_0078	-0.05678570412
fixed_PTCHD1_ins27_same_insert_0079	0.00221550468
fixed_PTCHD1_ins27_same_insert_0080	0.0034953356249999997
fixed_PTCHD1_ins27_same_insert_0081	0.000372052195
fixed_PTCHD1_ins27_same_insert_0082	-0.028582692519999998
fixed_PTCHD1_ins27_same_insert_0083	-0.02100813354
fixed_PTCHD1_ins27_same_insert_0084	-0.01711738152
fixed_PTCHD1_ins27_same_insert_0085	-0.02281606152
fixed_PTCHD1_ins27_same_insert_0086	-0.02672827254
fixed_PTCHD1_ins27_same_insert_0087	-0.0063717366
fixed_PTCHD1_ins27_same_insert_0088	-0.027631163519999998
fixed_PTCHD1_ins27_same_insert_0089	0.006182313
fixed_PTCHD1_ins27_same_insert_0090	-0.03259813652
fixed_PTCHD1_ins27_same_insert_0091	-0.007386475525
fixed_PTCHD1_ins27_same_insert_0092	0.00448441513
fixed_PTCHD1_ins27_same_insert_0093	0.00860583778
fixed_PTCHD1_ins27_same_insert_0094	-0.02151501152
fixed_PTCHD1_ins27_same_insert_0095	0.008832573725
fixed_PTCHD1_ins27_same_insert_0096	-0.01938378852
fixed_PTCHD1_ins27_same_insert_0097	0.008543491625
fixed_PTCHD1_ins27_same_insert_0098	-0.033636838325
fixed_PTCHD1_ins27_same_insert_0099	0.003164887425
fixed_PTCHD1_ins27_same_insert_0100	0.00344908246
fixed_PTCHD1_ins27_same_insert_0101	-0.022162556519999998
fixed_PTCHD1_ins27_same_insert_0102	-0.019106507275
fixed_PTCHD1_ins27_same_insert_0103	-0.035021424275000004
fixed_PTCHD1_ins27_same_insert_0104	0.0046063661250000006
fixed_PTCHD1_ins27_same_insert_0105	0.00136291978
fixed_PTCHD1_ins27_same_insert_0106	0.005239367480000001
fixed_PTCHD1_ins27_same_insert_0107	-0.01995384654
fixed_PTCHD1_ins27_same_insert_0108	0.0041278600599999994
fixed_PTCHD1_ins27_same_insert_0109	-0.019975066519999998
fixed_PTCHD1_ins27_same_insert_0110	0.00572693346
fixed_PTCHD1_ins27_same_insert_0111	-0.043502450275
fixed_PTCHD1_ins27_same_insert_0112	-0.006538987275
fixed_PTCHD1_ins27_same_insert_0113	0.00509738918
fixed_PTCHD1_ins27_same_insert_0114	-0.081993460275
fixed_PTCHD1_ins27_same_insert_0115	0.008442520725
fixed_PTCHD1_ins27_same_insert_0116	0.00021541118499999998
fixed_PTCHD1_ins27_same_insert_0117	0.006788849725000001
fixed_PTCHD1_ins27_same_insert_0118	0.00170433526
fixed_PTCHD1_ins27_same_insert_0119	0.00048315525999999997
fixed_PTCHD1_ins27_same_insert_0120	-0.00349700454
fixed_PTCHD1_ins27_same_insert_0121	0.004101276425
fixed_PTCHD1_ins27_same_insert_0122	0.00832688808
fixed_PTCHD1_ins27_same_insert_0123	-0.002501487745
fixed_PTCHD1_ins27_same_insert_0124	0.00872790848
fixed_PTCHD1_ins27_same_insert_0125	0.00287711618
fixed_PTCHD1_ins27_same_insert_0126	-0.007263064275
fixed_PTCHD1_ins27_same_insert_0127	-0.011674523119999999
fixed_PTCHD1_ins27_same_insert_0128	0.006047129725
fixed_PTCHD1_ins27_same_insert_0129	-0.02132332352
fixed_PTCHD1_ins27_same_insert_0130	0.00106418133
fixed_PTCHD1_ins27_same_insert_0131	-0.003685951275
fixed_PTCHD1_ins27_same_insert_0132	-0.0010174512750000001
fixed_PTCHD1_ins27_same_insert_0133	-0.0005574224999999999
fixed_PTCHD1_ins27_same_insert_0134	0.0009374619
fixed_PTCHD1_ins27_same_insert_0135	2.393124999999996e-05
fixed_PTCHD1_ins27_same_insert_0136	0.00084343551665
fixed_PTCHD1_ins27_same_insert_0137	-0.007012724875
fixed_PTCHD1_ins27_same_insert_0138	-0.052098751375
fixed_PTCHD1_ins27_same_insert_0139	-0.02335798652
fixed_PTCHD1_ins27_same_insert_0140	0.00728452206
fixed_PTCHD1_ins27_same_insert_0141	-0.025703549540000002
fixed_PTCHD1_ins27_same_insert_0142	1.037121e-05
fixed_PTCHD1_ins27_same_insert_0143	0.00029456615000000006
fixed_PTCHD1_ins27_same_insert_0144	-0.024421334519999997
fixed_PTCHD1_ins27_same_insert_0145	0.00070774555
fixed_PTCHD1_ins27_same_insert_0146	0.007602930024999999
fixed_PTCHD1_ins27_same_insert_0147	-0.02595818054
fixed_PTCHD1_ins27_same_insert_0148	0.0040066241800000004
fixed_PTCHD1_ins27_same_insert_0149	-0.034415126520000006
fixed_PTCHD1_ins27_same_insert_0150	0.0042283534800000005
fixed_PTCHD1_ins27_same_insert_0151	0.006402015699999999
fixed_PTCHD1_ins27_same_insert_0152	-0.000958323475
fixed_PTCHD1_ins27_same_insert_0153	-0.032343030120000005
fixed_PTCHD1_ins27_same_insert_0154	-0.00240004054
fixed_PTCHD1_ins27_same_insert_0155	0.002727270125
fixed_PTCHD1_ins27_same_insert_0156	-0.01875507852
fixed_PTCHD1_ins27_same_insert_0157	0.019037246480000002
fixed_PTCHD1_ins27_same_insert_0158	-0.03235280554
fixed_PTCHD1_ins27_same_insert_0159	-0.000844240195
fixed_PTCHD1_ins27_same_insert_0160	0.001330852525
fixed_PTCHD1_ins27_same_insert_0161	0.004186153624999999
fixed_PTCHD1_ins27_same_insert_0162	0.0070819856249999995
fixed_PTCHD1_ins27_same_insert_0163	-0.027076453275000002
